policy_id,customer_id,coverage_type,vehicle_age,annual_premium,accident_year
P503217,C103217,Liability,10,1016.85,2021
P503218,C103218,Collision,8,1800.99,2023
P503219,C103219,Collision,4,1497.44,2021
P503220,C103220,Collision,13,1884.79,2022
P503221,C103221,Liability,3,810.04,2024
P503222,C103222,Collision,4,833.77,2024
P503223,C103223,Collision,6,1484.73,2022
P503224,C103224,Liability,8,997.09,2023
P503225,C103225,Liability,12,1200.37,2022
P503226,C103226,Liability,4,1034.94,2022
P503227,C103227,Comprehensive,6,1870.46,2022
P503228,C103228,Collision,13,1487.79,2023
P503229,C103229,Collision,10,1882.16,2022
P503230,C103230,Liability,7,688.3,2022
P503231,C103231,Comprehensive,6,2010.22,2022
P503232,C103232,Liability,1,870.44,2024
P503233,C103233,Collision,8,1751.28,2024
P503234,C103234,Collision,4,2968.96,2021
P503235,C103235,Liability,11,888.76,2023
P503236,C103236,Comprehensive,6,1467.19,2021
P503237,C103237,Comprehensive,2,1972.27,2021
P503238,C103238,Collision,2,838.88,2022
P503239,C103239,Collision,18,1194.76,2021
P503240,C103240,Liability,8,832.6,2024
P503241,C103241,Comprehensive,4,2053.95,2023
P503242,C103242,Collision,6,1373.25,2023
P503243,C103243,Comprehensive,5,1382.68,2021
P503244,C103244,Comprehensive,11,1905.43,2024
P503245,C103245,Collision,9,1424.78,2022
P503246,C103246,Liability,23,1362.27,2022
P503247,C103247,Collision,7,1835.84,2024
P503248,C103248,Collision,2,1470.59,2023
P503249,C103249,Comprehensive,1,1158.31,2023
P503250,C103250,Collision,1,1517.18,2024
P503251,C103251,Collision,10,1728.71,2022
P503252,C103252,Liability,6,737.7,2022
P503253,C103253,Collision,5,1343.08,2022
P503254,C103254,Collision,3,2201.89,2021
P503255,C103255,Comprehensive,5,1556.85,2024
P503256,C103256,Collision,9,1281.12,2022
P503257,C103257,Liability,5,921.4,2021
P503258,C103258,Comprehensive,11,1965.22,2024
P503259,C103259,Liability,15,1716.25,2024
P503260,C103260,Collision,6,977.78,2024
P503261,C103261,Comprehensive,5,1199.32,2022
P503262,C103262,Collision,4,1514.59,2021
P503263,C103263,Comprehensive,6,1281.81,2024
P503264,C103264,Comprehensive,6,2009.09,2023
P503265,C103265,Liability,7,1201.98,2021
P503266,C103266,Collision,1,1310.3,2024
P503267,C103267,Comprehensive,7,3429.94,2023
P503268,C103268,Collision,7,792.26,2023
P503269,C103269,Comprehensive,8,2194.98,2022
P503270,C103270,Comprehensive,9,1781.7,2021
P503271,C103271,Collision,12,1412.1,2023
P503272,C103272,Liability,7,689.94,2022
P503273,C103273,Liability,9,1098.1,2021
P503274,C103274,Liability,7,744.01,2021
P503275,C103275,Collision,12,1818.24,2024
P503276,C103276,Collision,5,1093.78,2024
P503277,C103277,Liability,4,769.26,2021
P503278,C103278,Collision,6,1288.37,2022
P503279,C103279,Liability,13,772.58,2023
P503280,C103280,Comprehensive,4,1680.87,2023
P503281,C103281,Comprehensive,13,1479.22,2022
P503282,C103282,Liability,7,1282.75,2022
P503283,C103283,Liability,10,801.16,2024
P503284,C103284,Comprehensive,8,989.4,2021
P503285,C103285,Liability,6,926.11,2024
P503286,C103286,Comprehensive,4,2473.35,2022
P503287,C103287,Liability,22,1260.13,2021
P503288,C103288,Collision,2,954.06,2024
P503289,C103289,Collision,11,1505.79,2024
P503290,C103290,Collision,1,1084.72,2024
P503291,C103291,Comprehensive,15,2240.24,2023
P503292,C103292,Comprehensive,9,2767.5,2024
P503293,C103293,Collision,3,1035.08,2022
P503294,C103294,Collision,3,1437.26,2022
P503295,C103295,Comprehensive,6,2552.56,2024
P503296,C103296,Comprehensive,1,1765.48,2023
P503297,C103297,Liability,11,663.64,2022
P503298,C103298,Collision,3,1248.77,2023
P503299,C103299,Collision,2,869.2,2022
P503300,C103300,Collision,10,1519.32,2024
P503301,C103301,Comprehensive,1,2883.44,2022
P503302,C103302,Comprehensive,5,1885.27,2021
P503303,C103303,Comprehensive,3,2531.36,2021
P503304,C103304,Collision,8,1954.68,2024
P503305,C103305,Comprehensive,12,2641.81,2022
P503306,C103306,Liability,1,931.9,2024
P503307,C103307,Liability,12,1150.05,2021
P503308,C103308,Collision,5,1619.14,2021
P503309,C103309,Collision,2,1372.11,2024
P503310,C103310,Comprehensive,2,1982.24,2022
P503311,C103311,Comprehensive,5,2310.26,2023
P503312,C103312,Collision,1,1155.26,2023
P503313,C103313,Liability,5,793.32,2023
P503314,C103314,Liability,5,646.88,2023
P503315,C103315,Collision,8,1596.31,2023
P503316,C103316,Collision,11,1757.63,2023
P503317,C103317,Comprehensive,8,1649.33,2022
P503318,C103318,Liability,13,960.06,2023
P503319,C103319,Comprehensive,3,2312.64,2021
P503320,C103320,Comprehensive,7,2144.56,2022
P503321,C103321,Collision,8,1047.9,2021
P503322,C103322,Liability,13,890.54,2024
P503323,C103323,Liability,8,1062.71,2023
P503324,C103324,Collision,3,1560.1,2021
P503325,C103325,Comprehensive,6,1613.26,2024
P503326,C103326,Collision,7,1351.45,2022
P503327,C103327,Comprehensive,2,3114.75,2021
P503328,C103328,Collision,14,2460.01,2021
P503329,C103329,Liability,6,948.52,2023
P503330,C103330,Liability,18,1115.33,2021
P503331,C103331,Comprehensive,2,1577.92,2023
P503332,C103332,Collision,3,1765.08,2024
P503333,C103333,Comprehensive,8,2317.79,2022
P503334,C103334,Collision,4,1182.17,2024
P503335,C103335,Liability,11,1405.09,2021
P503336,C103336,Collision,6,1680.72,2023
P503337,C103337,Collision,6,1755.51,2024
P503338,C103338,Comprehensive,6,2221.78,2023
P503339,C103339,Liability,2,857.05,2024
P503340,C103340,Liability,6,1182.98,2023
P503341,C103341,Collision,3,1397.87,2021
P503342,C103342,Collision,19,1715.77,2024
P503343,C103343,Liability,1,981.65,2021
P503344,C103344,Collision,7,1021.38,2024
P503345,C103345,Collision,7,1914.24,2021
P503346,C103346,Collision,8,1126.72,2023
P503347,C103347,Liability,9,1255.78,2023
P503348,C103348,Comprehensive,1,1636.81,2023
P503349,C103349,Liability,7,1063.7,2023
P503350,C103350,Liability,5,1106.81,2021
P503351,C103351,Liability,5,1009.36,2022
P503352,C103352,Liability,10,1182.07,2023
P503353,C103353,Collision,12,1929.76,2022
P503354,C103354,Liability,2,1153.05,2022
P503355,C103355,Liability,6,1859.13,2021
P503356,C103356,Liability,9,1540.33,2023
P503357,C103357,Liability,6,911.69,2022
P503358,C103358,Collision,12,1537.34,2021
P503359,C103359,Liability,3,1008.92,2023
P503360,C103360,Collision,11,929.6,2022
P503361,C103361,Comprehensive,4,1602.44,2023
P503362,C103362,Collision,3,1749.04,2022
P503363,C103363,Liability,6,1047.04,2021
P503364,C103364,Collision,5,1532.24,2022
P503365,C103365,Liability,2,1053.73,2024
P503366,C103366,Liability,6,756.3,2021
P503367,C103367,Collision,10,1843.47,2022
P503368,C103368,Liability,13,733.26,2024
P503369,C103369,Liability,9,1010.81,2024
P503370,C103370,Liability,3,763.86,2022
P503371,C103371,Collision,7,1314.59,2024
P503372,C103372,Liability,1,908.44,2024
P503373,C103373,Liability,8,883.86,2022
P503374,C103374,Comprehensive,8,1381.05,2023
P503375,C103375,Collision,3,1571.64,2022
P503376,C103376,Comprehensive,4,1917.99,2023
P503377,C103377,Collision,7,1398.53,2022
P503378,C103378,Collision,8,1487.86,2023
P503379,C103379,Comprehensive,10,1698.32,2024
P503380,C103380,Collision,1,1372.5,2024
P503381,C103381,Comprehensive,1,2044.13,2023
P503382,C103382,Comprehensive,7,2158.03,2021
P503383,C103383,Liability,9,1680.8,2021
P503384,C103384,Collision,4,1131.25,2023
P503385,C103385,Liability,4,781.99,2024
P503386,C103386,Collision,2,1557.1,2021
P503387,C103387,Comprehensive,9,2324.94,2024
P503388,C103388,Collision,6,990.07,2023
P503389,C103389,Collision,8,2681.83,2022
P503390,C103390,Collision,5,1428.29,2023
P503391,C103391,Collision,4,1657.83,2024
P503392,C103392,Collision,5,1417.26,2021
P503393,C103393,Collision,5,1187.59,2024
P503394,C103394,Collision,12,1828.1,2021
P503395,C103395,Comprehensive,2,1860.6,2024
P503396,C103396,Collision,9,1197.17,2023
P503397,C103397,Collision,3,1641.17,2023
P503398,C103398,Collision,4,1631.69,2023
P503399,C103399,Comprehensive,7,1845.71,2024
P503400,C103400,Comprehensive,9,1215.59,2024
P503401,C103401,Collision,5,1433.76,2024
P503402,C103402,Comprehensive,2,1204.75,2021
P503403,C103403,Comprehensive,15,2367.11,2022
P503404,C103404,Collision,1,833.1,2022
P503405,C103405,Comprehensive,2,1747.75,2022
P503406,C103406,Comprehensive,13,2550.89,2024
P503407,C103407,Liability,11,978.79,2023
P503408,C103408,Collision,14,1089.46,2024
P503409,C103409,Collision,3,1838.69,2021
P503410,C103410,Collision,3,1432.75,2023
P503411,C103411,Comprehensive,10,1799.85,2024
P503412,C103412,Collision,2,1091.79,2022
P503413,C103413,Comprehensive,3,1894.44,2023
P503414,C103414,Comprehensive,2,1749.9,2022
P503415,C103415,Collision,3,899.66,2023
P503416,C103416,Collision,2,1815.24,2021
P503417,C103417,Collision,2,1440.94,2023
P503418,C103418,Liability,6,715.59,2021
P503419,C103419,Liability,4,1063.48,2022
P503420,C103420,Collision,7,1450.53,2023
P503421,C103421,Liability,2,979.65,2022
P503422,C103422,Collision,3,1418.12,2021
P503423,C103423,Comprehensive,1,1042.26,2023
P503424,C103424,Liability,4,676.17,2022
P503425,C103425,Collision,10,1793.01,2022
P503426,C103426,Liability,9,964.68,2021
P503427,C103427,Collision,5,977.7,2021
P503428,C103428,Liability,18,1015.89,2023
P503429,C103429,Liability,1,1034.74,2024
P503430,C103430,Comprehensive,11,3098.24,2024
P503431,C103431,Collision,2,1251.97,2021
P503432,C103432,Liability,5,541.6,2023
P503433,C103433,Liability,8,1106.89,2024
P503434,C103434,Comprehensive,3,2134.7,2022
P503435,C103435,Collision,3,1273.62,2024
P503436,C103436,Comprehensive,11,2511.4,2021
P503437,C103437,Collision,6,1469.75,2024
P503438,C103438,Collision,2,1795.25,2023
P503439,C103439,Collision,4,1125.3,2023
P503440,C103440,Comprehensive,3,1771.25,2023
P503441,C103441,Comprehensive,1,2213.86,2024
P503442,C103442,Liability,2,610.8,2022
P503443,C103443,Collision,7,1529.2,2021
P503444,C103444,Liability,3,1185.45,2023
P503445,C103445,Comprehensive,19,2299.11,2024
P503446,C103446,Comprehensive,7,1762.4,2024
P503447,C103447,Liability,10,1428.75,2021
P503448,C103448,Collision,1,1187.72,2021
P503449,C103449,Collision,7,1746.19,2024
P503450,C103450,Comprehensive,6,2719.35,2023
P503451,C103451,Collision,8,1705.03,2023
P503452,C103452,Liability,0,539.97,2023
P503453,C103453,Comprehensive,16,2258.18,2021
P503454,C103454,Liability,5,1131.82,2022
P503455,C103455,Collision,5,1823.89,2023
P503456,C103456,Collision,6,1611.33,2023
P503457,C103457,Comprehensive,3,2119.69,2023
P503458,C103458,Collision,14,1296.99,2024
P503459,C103459,Liability,1,1048.28,2023
P503460,C103460,Comprehensive,4,1781.4,2023
P503461,C103461,Comprehensive,4,2130.9,2021
P503462,C103462,Collision,3,1926.18,2023
P503463,C103463,Collision,4,1374.55,2023
P503464,C103464,Collision,4,1020.16,2022
P503465,C103465,Collision,2,1368.33,2023
P503466,C103466,Liability,5,1141.47,2021
P503467,C103467,Collision,6,1636.05,2024
P503468,C103468,Liability,21,1467.15,2024
P503469,C103469,Comprehensive,2,2132.59,2021
P503470,C103470,Comprehensive,7,2243.41,2022
P503471,C103471,Liability,7,1496.72,2024
P503472,C103472,Comprehensive,10,1608.98,2021
P503473,C103473,Liability,9,1889.38,2022
P503474,C103474,Liability,1,695.17,2024
P503475,C103475,Liability,4,764.6,2022
P503476,C103476,Collision,2,1302.03,2022
P503477,C103477,Comprehensive,3,2090.19,2022
P503478,C103478,Collision,2,2023.96,2024
P503479,C103479,Comprehensive,4,1982.34,2021
P503480,C103480,Collision,7,1509.96,2022
P503481,C103481,Liability,13,615.49,2022
P503482,C103482,Collision,5,1622.18,2024
P503483,C103483,Collision,3,1608.33,2022
P503484,C103484,Collision,6,1521.56,2024
P503485,C103485,Collision,8,1430.89,2022
P503486,C103486,Liability,12,1301.78,2022
P503487,C103487,Collision,2,1609.0,2023
P503488,C103488,Collision,2,982.68,2023
P503489,C103489,Comprehensive,6,2173.69,2021
P503490,C103490,Collision,5,1037.83,2024
P503491,C103491,Liability,4,1236.11,2022
P503492,C103492,Comprehensive,5,2439.92,2024
P503493,C103493,Liability,2,1255.86,2024
P503494,C103494,Liability,1,929.06,2023
P503495,C103495,Comprehensive,8,1734.97,2021
P503496,C103496,Liability,8,1030.1,2021
P503497,C103497,Collision,2,1827.87,2024
P503498,C103498,Collision,5,2258.53,2022
P503499,C103499,Comprehensive,8,1766.35,2023
P503500,C103500,Collision,7,2279.05,2024
P503501,C103501,Comprehensive,3,1709.92,2021
P503502,C103502,Comprehensive,6,2538.66,2022
P503503,C103503,Comprehensive,2,1377.85,2023
P503504,C103504,Liability,9,826.67,2023
P503505,C103505,Comprehensive,4,1959.02,2022
P503506,C103506,Comprehensive,6,3253.81,2022
P503507,C103507,Collision,7,1819.72,2021
P503508,C103508,Collision,4,2182.3,2023
P503509,C103509,Collision,7,2259.26,2021
P503510,C103510,Liability,9,906.95,2023
P503511,C103511,Comprehensive,2,1096.67,2021
P503512,C103512,Collision,11,1027.56,2021
P503513,C103513,Collision,4,1767.12,2023
P503514,C103514,Collision,7,1457.14,2022
P503515,C103515,Collision,4,2030.5,2023
P503516,C103516,Comprehensive,6,1877.97,2021
P503517,C103517,Comprehensive,10,2707.34,2024
P503518,C103518,Collision,5,1252.49,2021
P503519,C103519,Comprehensive,7,2579.03,2021
P503520,C103520,Liability,12,1356.72,2023
P503521,C103521,Liability,4,931.78,2024
P503522,C103522,Comprehensive,3,1807.46,2021
P503523,C103523,Collision,10,1063.33,2021
P503524,C103524,Comprehensive,5,2262.53,2023
P503525,C103525,Collision,4,2180.26,2022
P503526,C103526,Liability,11,1122.9,2021
P503527,C103527,Collision,3,1585.14,2021
P503528,C103528,Liability,7,1284.23,2024
P503529,C103529,Collision,13,1806.8,2021
P503530,C103530,Collision,2,1102.39,2023
P503531,C103531,Collision,14,1635.93,2024
P503532,C103532,Collision,4,1527.93,2021
P503533,C103533,Comprehensive,4,1984.51,2024
P503534,C103534,Comprehensive,1,2327.79,2023
P503535,C103535,Liability,6,982.34,2023
P503536,C103536,Liability,2,636.18,2021
P503537,C103537,Liability,7,1165.31,2024
P503538,C103538,Collision,5,840.5,2024
P503539,C103539,Liability,6,1112.05,2022
P503540,C103540,Collision,8,2020.89,2022
P503541,C103541,Liability,16,1047.29,2023
P503542,C103542,Liability,5,1609.44,2024
P503543,C103543,Collision,7,1982.3,2024
P503544,C103544,Comprehensive,7,1642.05,2022
P503545,C103545,Liability,6,1172.19,2023
P503546,C103546,Liability,2,981.78,2022
P503547,C103547,Collision,3,875.17,2021
P503548,C103548,Comprehensive,2,1781.86,2021
P503549,C103549,Collision,13,1708.29,2022
P503550,C103550,Comprehensive,13,2248.79,2022
P503551,C103551,Liability,8,710.73,2023
P503552,C103552,Liability,10,821.79,2023
P503553,C103553,Collision,2,1104.79,2024
P503554,C103554,Comprehensive,7,2461.04,2023
P503555,C103555,Comprehensive,3,2375.48,2021
P503556,C103556,Liability,2,1197.87,2023
P503557,C103557,Comprehensive,10,1411.72,2021
P503558,C103558,Collision,7,1823.66,2021
P503559,C103559,Collision,2,849.26,2024
P503560,C103560,Comprehensive,12,2462.25,2021
P503561,C103561,Collision,5,1196.27,2023
P503562,C103562,Comprehensive,8,2209.59,2024
P503563,C103563,Collision,4,1448.48,2023
P503564,C103564,Liability,6,1170.25,2022
P503565,C103565,Liability,9,1196.9,2022
P503566,C103566,Comprehensive,2,1003.91,2021
P503567,C103567,Comprehensive,14,2223.84,2024
P503568,C103568,Comprehensive,8,1222.05,2024
P503569,C103569,Collision,7,1510.19,2024
P503570,C103570,Collision,1,1321.27,2024
P503571,C103571,Liability,5,1084.73,2023
P503572,C103572,Collision,10,1578.36,2021
P503573,C103573,Collision,1,961.33,2024
P503574,C103574,Collision,13,1655.17,2021
P503575,C103575,Collision,1,1422.25,2023
P503576,C103576,Liability,6,1280.27,2023
P503577,C103577,Collision,14,1231.75,2024
P503578,C103578,Comprehensive,7,1311.38,2024
P503579,C103579,Comprehensive,9,1984.74,2022
P503580,C103580,Collision,10,1582.8,2021
P503581,C103581,Collision,8,1668.65,2023
P503582,C103582,Collision,3,1306.95,2024
P503583,C103583,Liability,4,768.75,2022
P503584,C103584,Liability,3,942.49,2023
P503585,C103585,Comprehensive,14,1430.7,2021
P503586,C103586,Liability,4,798.57,2024
P503587,C103587,Collision,10,1371.56,2023
P503588,C103588,Collision,8,956.12,2024
P503589,C103589,Comprehensive,6,1494.54,2022
P503590,C103590,Comprehensive,3,2354.46,2023
P503591,C103591,Comprehensive,3,2092.8,2021
P503592,C103592,Collision,3,1739.83,2022
P503593,C103593,Liability,2,845.14,2024
P503594,C103594,Collision,17,1734.92,2023
P503595,C103595,Liability,8,660.6,2024
P503596,C103596,Collision,6,1266.43,2024
P503597,C103597,Liability,1,1009.4,2023
P503598,C103598,Comprehensive,5,2365.63,2022
P503599,C103599,Liability,5,1259.79,2024
P503600,C103600,Liability,6,1215.42,2024
P503601,C103601,Collision,6,1173.44,2023
P503602,C103602,Collision,8,1501.01,2021
P503603,C103603,Liability,2,851.99,2022
P503604,C103604,Comprehensive,4,2414.58,2023
P503605,C103605,Liability,7,614.11,2024
P503606,C103606,Comprehensive,7,2191.48,2024
P503607,C103607,Comprehensive,6,1329.07,2024
P503608,C103608,Liability,9,752.13,2021
P503609,C103609,Liability,4,977.5,2021
P503610,C103610,Collision,5,1444.36,2024
P503611,C103611,Comprehensive,9,1434.16,2022
P503612,C103612,Comprehensive,2,1611.02,2023
P503613,C103613,Collision,14,1827.96,2024
P503614,C103614,Liability,9,1070.4,2023
P503615,C103615,Collision,3,1276.25,2021
P503616,C103616,Collision,9,1628.44,2022
P503617,C103617,Collision,2,2006.43,2024
P503618,C103618,Collision,12,1308.5,2023
P503619,C103619,Comprehensive,1,1518.74,2024
P503620,C103620,Comprehensive,2,1758.72,2021
P503621,C103621,Collision,3,977.21,2021
P503622,C103622,Comprehensive,3,1927.29,2023
P503623,C103623,Collision,7,1177.52,2022
P503624,C103624,Liability,9,1074.48,2023
P503625,C103625,Collision,1,1672.54,2022
P503626,C103626,Collision,13,1078.85,2022
P503627,C103627,Comprehensive,7,1204.21,2021
P503628,C103628,Comprehensive,17,2504.8,2023
P503629,C103629,Collision,5,1020.43,2021
P503630,C103630,Collision,14,1757.01,2023
P503631,C103631,Liability,18,625.39,2022
P503632,C103632,Collision,3,1675.29,2021
P503633,C103633,Collision,3,1434.47,2024
P503634,C103634,Collision,4,1334.64,2024
P503635,C103635,Liability,4,955.57,2021
P503636,C103636,Collision,6,1575.97,2024
P503637,C103637,Liability,4,698.88,2023
P503638,C103638,Collision,9,1016.46,2021
P503639,C103639,Liability,8,1034.19,2022
P503640,C103640,Comprehensive,3,1666.87,2023
P503641,C103641,Comprehensive,5,2667.8,2022
P503642,C103642,Comprehensive,10,2303.15,2024
P503643,C103643,Liability,7,847.84,2021
P503644,C103644,Collision,8,1463.77,2024
P503645,C103645,Liability,3,1122.67,2022
P503646,C103646,Liability,5,666.37,2024
P503647,C103647,Collision,2,1040.62,2022
P503648,C103648,Collision,6,1260.79,2021
P503649,C103649,Comprehensive,5,1517.91,2022
P503650,C103650,Comprehensive,6,1140.44,2022
P503651,C103651,Comprehensive,3,1923.29,2022
P503652,C103652,Liability,7,1244.41,2024
P503653,C103653,Collision,10,1697.11,2023
P503654,C103654,Liability,1,1236.07,2024
P503655,C103655,Collision,2,1820.86,2023
P503656,C103656,Collision,3,1465.73,2023
P503657,C103657,Collision,4,1947.85,2022
P503658,C103658,Liability,3,743.66,2023
P503659,C103659,Liability,2,735.01,2023
P503660,C103660,Collision,6,1419.42,2021
P503661,C103661,Liability,6,1208.03,2021
P503662,C103662,Liability,3,1168.73,2021
P503663,C103663,Comprehensive,7,2431.18,2023
P503664,C103664,Liability,5,1155.37,2023
P503665,C103665,Liability,14,969.52,2022
P503666,C103666,Comprehensive,1,2351.17,2022
P503667,C103667,Comprehensive,3,1791.62,2021
P503668,C103668,Collision,4,1286.57,2022
P503669,C103669,Comprehensive,10,3024.2,2022
P503670,C103670,Liability,9,747.27,2023
P503671,C103671,Collision,7,935.01,2024
